1.3	1.2	1.4	0.67268	0.0449083
1.5	1.4	1.6	0.41005	0.0249503
1.7	1.6	1.8	0.23523	0.0134602
1.9	1.8	2	0.1239	0.00684789
2.1	2	2.2	0.060415	0.0033122
2.3	2.2	2.4	0.027114	0.00148771
2.5	2.4	2.6	0.011237	0.000650523
2.8	2.6	3	0.0030873	0.000182357
3.2	3	3.4	0.0003911	2.24562e-05
3.7	3.4	4	3.3487e-05	5.80548e-06
