1.3	1.2	1.4	0.041198	0.00268693
1.5	1.4	1.6	0.019425	0.00114021
1.7	1.6	1.8	0.0086954	0.000476617
1.9	1.8	2	0.0035892	0.000194052
2.1	2	2.2	0.0014541	7.89998e-05
2.3	2.2	2.4	0.00053812	3.0286e-05
2.5	2.4	2.6	0.00019941	2.02873e-05
2.8	2.6	3	4.3272e-05	2.78362e-06
3.2	3	3.4	4.1722e-06	3.3948e-07
