0.7	0.6	0.8	0.67551	0.0462008
0.9	0.8	1	0.35286	0.0223216
1.1	1	1.2	0.15306	0.00888127
1.3	1.2	1.4	0.059662	0.0033012
1.5	1.4	1.6	0.021324	0.00114455
1.7	1.6	1.8	0.0070462	0.000376398
1.9	1.8	2	0.0021663	0.000115616
2.1	2	2.2	0.00061083	3.29005e-05
2.3	2.2	2.4	0.00016859	9.34288e-06
2.5	2.4	2.6	3.9533e-05	5.17818e-06
2.8	2.6	3	4.948e-06	3.78048e-07
