0.9	0.8	1	2.0634	0.129392
1.1	1	1.2	1.6209	0.0929477
1.3	1.2	1.4	1.145	0.0650775
1.5	1.4	1.6	0.73467	0.0467332
1.7	1.6	1.8	0.43173	0.027445
1.9	1.8	2	0.23518	0.0143499
2.1	2	2.2	0.11852	0.00703248
2.3	2.2	2.4	0.051808	0.00324206
2.5	2.4	2.6	0.02166	0.0011909
2.8	2.6	3	0.0063348	0.000333043
3.2	3	3.4	0.00079278	4.20863e-05
3.7	3.4	4	5.2857e-05	3.08438e-06
